Title,Authors,Year,Source title,Cited by,Link,Document Type,Reg_or_Class,author_outcome,Type_of_NN,SJR_best_quartile,SJR_4_areas,sample_size,num_predictors,num_hidden_layers,hidden_layer_1,hidden_layer_2,hidden_layer_3,hidden_layer_4,hidden_layer_5,NN_complexity,RMSE_NN,RMSE_GAM,R2_NN,R2_GAM,AUC_NN,AUC_GAM
Delirium Prediction using Machine Learning Models on Predictive Electronic Health Records Data,Davoudi A.; Ozrazgat-Baslanti T.; Ebadi A.; Bursian A.C.; Bihorac A.; Rashidi P.,2017,"Proceedings - 2017 IEEE 17th International Conference on Bioinformatics and Bioengineering, BIBE 2017",40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049525452&doi=10.1109%2fBIBE.2017.00014&partnerID=40&md5=7369ffaa14980dfe9dc16d27f32d7cc1,Conference paper,Class,unclear,MLP,unranked,Multidisciplinary & Other,51547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.85
"Low-Flow (7-Day, 10-Year) Classical Statistical and Improved Machine Learning Estimation Methodologies",DelSanto A.; Bhuiyan M.A.E.; Andreadis K.M.; Palmer R.N.,2023,Water (Switzerland),0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167739031&doi=10.3390%2fw15152813&partnerID=40&md5=5598e8efff2bc7f81f1fae437cfb3ff8,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,165,7,1,NA,NA,NA,NA,NA,NA,9.41,12.15,0.53,0.53,NA,NA
"Low-Flow (7-Day, 10-Year) Classical Statistical and Improved Machine Learning Estimation Methodologies",DelSanto A.; Bhuiyan M.A.E.; Andreadis K.M.; Palmer R.N.,2023,Water (Switzerland),0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167739031&doi=10.3390%2fw15152813&partnerID=40&md5=5598e8efff2bc7f81f1fae437cfb3ff8,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,55,7,1,NA,NA,NA,NA,NA,NA,2.77,2.97,NA,NA,NA,NA
"Low-Flow (7-Day, 10-Year) Classical Statistical and Improved Machine Learning Estimation Methodologies",DelSanto A.; Bhuiyan M.A.E.; Andreadis K.M.; Palmer R.N.,2023,Water (Switzerland),0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167739031&doi=10.3390%2fw15152813&partnerID=40&md5=5598e8efff2bc7f81f1fae437cfb3ff8,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,55,7,1,NA,NA,NA,NA,NA,NA,3.87,4.66,NA,NA,NA,NA
"Low-Flow (7-Day, 10-Year) Classical Statistical and Improved Machine Learning Estimation Methodologies",DelSanto A.; Bhuiyan M.A.E.; Andreadis K.M.; Palmer R.N.,2023,Water (Switzerland),0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167739031&doi=10.3390%2fw15152813&partnerID=40&md5=5598e8efff2bc7f81f1fae437cfb3ff8,Article,Reg,NN,MLP,Q1,Environmental & Agricultural Sciences,55,7,1,NA,NA,NA,NA,NA,NA,15.6,20.32,NA,NA,NA,NA
Integrated machine learning methods with resampling algorithms for flood susceptibility prediction,Dodangeh E.; Choubin B.; Eigdir A.N.; Nabipour N.; Panahi M.; Shamshirband S.; Mosavi A.,2020,Science of the Total Environment,190,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076239035&doi=10.1016%2fj.scitotenv.2019.135983&partnerID=40&md5=b186a89306591c2c6f96e4962213e0e3,Article,Class,GAM,MLP,Q1,Environmental & Agricultural Sciences,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.98
Global Research Alliance N2O chamber methodology guidelines: Guidelines for gap-filling missing measurements,Dorich C.D.; De Rosa D.; Barton L.; Grace P.; Rowlings D.; Migliorati M.D.A.; Wagner-Riddle C.; Key C.; Wang D.; Fehr B.; Conant R.T.,2020,Journal of Environmental Quality,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089895252&doi=10.1002%2fjeq2.20138&partnerID=40&md5=245b967421f9bc323d7163030094fb21,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,876,5,NA,NA,NA,NA,NA,NA,NA,6.369,1.604,0.24,0.478,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,287,NA,2,14,9,NA,NA,NA,145,1.37,1.215,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,386,NA,2,14,9,NA,NA,NA,145,1.607,1.51,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,503,NA,2,14,9,NA,NA,NA,145,1.195,1.202,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,NN,MLP,Q1,Engineering & Computer Science,281,NA,2,14,9,NA,NA,NA,145,1.585,2.185,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,287,NA,2,14,9,NA,NA,NA,145,0.969,1.009,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,386,NA,2,14,9,NA,NA,NA,145,0.845,1.04,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,503,NA,2,14,9,NA,NA,NA,145,0.965,1.007,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,NN,MLP,Q1,Engineering & Computer Science,281,NA,2,14,9,NA,NA,NA,145,1.286,1.714,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,9151,NA,2,14,9,NA,NA,NA,145,0.372,0.71,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,6226,NA,2,14,9,NA,NA,NA,145,0.634,0.872,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,6206,NA,2,14,9,NA,NA,NA,145,0.736,1.062,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,4891,NA,2,14,9,NA,NA,NA,145,1.324,1.437,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,3903,NA,2,14,9,NA,NA,NA,145,1.83,2.121,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,9151,NA,2,14,9,NA,NA,NA,145,0.361,0.564,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,6226,NA,2,14,9,NA,NA,NA,145,0.539,0.555,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,6206,NA,2,14,9,NA,NA,NA,145,0.737,0.87,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,4891,NA,2,14,9,NA,NA,NA,145,1.242,1.329,NA,NA,NA,NA
Satellite-derived bathymetry using Landsat-8 and Sentinel-2A images: assessment of atmospheric correction algorithms and depth derivation models in shallow waters,Duan Z.; Chu S.; Cheng L.; Ji C.; Li M.; Shen W.,2022,Optics Express,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386360&doi=10.1364%2fOE.444557&partnerID=40&md5=bc9f29b3665b9b5ad53812da9089d87d,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,3903,NA,2,14,9,NA,NA,NA,145,1.862,1.851,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,386,7,1,NA,NA,NA,NA,NA,NA,0.0924,0.0809,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,NN,MLP,Q1,Engineering & Computer Science,1049,15,1,NA,NA,NA,NA,NA,NA,0.0116,0.0149,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,8192,32,1,NA,NA,NA,NA,NA,NA,0.1388,0.1314,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,8192,21,1,NA,NA,NA,NA,NA,NA,0.0263,0.0265,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,186,60,1,NA,NA,NA,NA,NA,NA,0.2848,0.1868,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,74,27,1,NA,NA,NA,NA,NA,NA,0.2926,0.1086,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,209,6,1,NA,NA,NA,NA,NA,NA,0.1166,0.073,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,NN,MLP,Q1,Engineering & Computer Science,8192,32,1,NA,NA,NA,NA,NA,NA,0.0386,0.0553,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,8912,32,1,NA,NA,NA,NA,NA,NA,0.1122,0.1035,NA,NA,NA,NA
A constructive approach to data-driven randomized learning for feedforward neural networks,Dudek G.,2021,Applied Soft Computing,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113285050&doi=10.1016%2fj.asoc.2021.107797&partnerID=40&md5=461fe552ace865e569e07f8d921f1074,Article,Reg,NN,MLP,Q1,Engineering & Computer Science,16599,18,1,NA,NA,NA,NA,NA,NA,0.0312,0.0353,NA,NA,NA,NA
A nonlinear approach to regional flood frequency analysis using projection pursuit regression,Durocher M.; Chebana F.; Ouarda T.B.M.J.,2015,Journal of Hydrometeorology,28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941274924&doi=10.1175%2fJHM-D-14-0227.1&partnerID=40&md5=da84b2ea372a80b30136249295a151d8,Article,Reg,unclear,ensemble_MLP,Q1,Environmental & Agricultural Sciences,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A nonlinear approach to regional flood frequency analysis using projection pursuit regression,Durocher M.; Chebana F.; Ouarda T.B.M.J.,2015,Journal of Hydrometeorology,28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941274924&doi=10.1175%2fJHM-D-14-0227.1&partnerID=40&md5=da84b2ea372a80b30136249295a151d8,Article,Reg,unclear,ensemble_MLP,Q1,Environmental & Agricultural Sciences,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data-Driven Spatiotemporal Modeling of Reservoir Pressure Dynamics in a Giant Saturated Oil Field in Libya,Dwivedi S.; Suzanne G.; Algadban A.; Hameed I.A.,2021,"Society of Petroleum Engineers - Abu Dhabi International Petroleum Exhibition and Conference, ADIP 2021",1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127630647&doi=10.2118%2f208152-MS&partnerID=40&md5=7651ff56b4075e90e305125900a6fc8d,Conference paper,Reg,GAM,MLP,unranked,Multidisciplinary & Other,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Data-Driven Spatiotemporal Modeling of Reservoir Pressure Dynamics in a Giant Saturated Oil Field in Libya,Dwivedi S.; Suzanne G.; Algadban A.; Hameed I.A.,2021,"Society of Petroleum Engineers - Abu Dhabi International Petroleum Exhibition and Conference, ADIP 2021",1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127630647&doi=10.2118%2f208152-MS&partnerID=40&md5=7651ff56b4075e90e305125900a6fc8d,Conference paper,Reg,GAM,MLP,unranked,Multidisciplinary & Other,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Machine learning framework for atherosclerotic cardiovascular disease risk assessment,Esmaeili P.; Roshanravan N.; Mousavi S.; Ghaffari S.; Mesri Alamdari N.; Asghari-Jafarabadi M.,2023,Journal of Diabetes and Metabolic Disorders,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142813904&doi=10.1007%2fs40200-022-01160-7&partnerID=40&md5=7c8604c9f8cf2c2100348564f668ba9c,Article,Class,NN,MLP,Q3,Health & Biomedical Sciences,491,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994,0.958
"Long-term hindcasts of wheat yield in fields using remotely sensed phenology, climate data and machine learning",Evans F.H.; Shen J.,2021,Remote Sensing,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109111450&doi=10.3390%2frs13132435&partnerID=40&md5=6a7b1672dda6f5f69cd2acee868877ae,Article,Reg,NN,MLP,Q1,Environmental & Agricultural Sciences,411778,6,3,64,128,64,NA,NA,16641,0.4,0.43,0.51,0.44,NA,NA
"Long-term hindcasts of wheat yield in fields using remotely sensed phenology, climate data and machine learning",Evans F.H.; Shen J.,2021,Remote Sensing,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109111450&doi=10.3390%2frs13132435&partnerID=40&md5=6a7b1672dda6f5f69cd2acee868877ae,Article,Reg,NN,MLP,Q1,Environmental & Agricultural Sciences,411778,11,3,64,128,64,NA,NA,16641,0.32,0.34,0.68,0.65,NA,NA
Prediction of the Global Distribution of Arhopalus rusticus under Future Climate Change Scenarios of the CMIP6,Fan Y.; Zhang X.; Zhou Y.; Zong S.,2024,Forests,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197123190&doi=10.3390%2ff15060955&partnerID=40&md5=589237e69b463e09ab4877615e2c9c63,Article,Class,GAM,MLP,Q1,Environmental & Agricultural Sciences,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.94
Modeling of rock fragmentation by firefly optimization algorithm and boosted generalized additive model,Fang Q.; Nguyen H.; Bui X.-N.; Nguyen-Thoi T.; Zhou J.,2021,Neural Computing and Applications,32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088564518&doi=10.1007%2fs00521-020-05197-8&partnerID=40&md5=5fda6b408a658a3f3fb46112c8259b5e,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,136,6,2,11,8,NA,NA,NA,105,1.598,1.213,0.967,0.98,NA,NA
Time series forecasting with neural networks: A comparative study using the airline data,Faraway J.; Chatfield C.,1998,Journal of the Royal Statistical Society. Series C: Applied Statistics,313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039988139&doi=10.1111%2f1467-9876.00109&partnerID=40&md5=45a500db62eed7f684aedcf179ec0779,Article,Reg,Both,MLP,Q2,Engineering & Computer Science,132,3,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
